Date,Predicted1,Predicted2,New1,New2
43473,,19.43478261,,29.43478261
43474,,19.52173913,,29.52173913
43475,,19.60869565,,29.60869565
43476,,19.69565217,,29.69565217
43477,,19.7826087,,29.7826087
43478,,19.86956522,,29.86956522
43479,,19.95652174,,29.95652174
43480,,20.04347826,,30.04347826
43481,,20.13043478,,30.13043478
43482,,20.2173913,,30.2173913
43483,,20.30434783,,30.30434783
43484,,20.39130435,,30.39130435
43485,,20.47826087,,30.47826087
43486,,20.56521739,,30.56521739
43487,,20.65217391,,30.65217391
43488,,20.73913043,,30.73913043
43489,,20.82608696,,30.82608696
43490,,20.91304348,,30.91304348
43491,,21,,31
43492,,21.08695652,,31.08695652
43493,,21.17391304,,31.17391304
43494,,21.26086957,,31.26086957
43495,,21.34782609,,31.34782609
43496,,21.43478261,,31.43478261
43497,,21.52173913,,31.52173913
43498,,21.60869565,,31.60869565
43499,,21.69565217,,31.69565217
43500,,21.7826087,,31.7826087
43501,,21.86956522,,31.86956522
43502,,21.95652174,,31.95652174
43503,,22.04347826,,32.04347826
43504,,22.13043478,,32.13043478
43505,,22.2173913,,32.2173913
43506,,22.30434783,,32.30434783
43507,,22.39130435,,32.39130435
43508,,22.47826087,,32.47826087
43509,,22.56521739,,32.56521739
43510,,22.65217391,,32.65217391
43511,,22.73913043,,32.73913043
43512,,22.82608696,,32.82608696
43513,,22.91304348,,32.91304348
43514,,23,,33
43515,,23,,33
43516,,23,,33
43517,,23,,33
43518,,23,,33
43519,,23,,33
43520,,23,,33
43521,,23,,33
43522,,23,,33
43523,,23,,33
43524,,23,,33
43525,,23,,33
43526,,23,,33
43527,,23,,33
43528,,23,,33
43529,,23.39285714,,33.39285714
43530,,23.78571429,,33.78571429
43531,,24.17857143,,34.17857143
43532,,24.57142857,,34.57142857
43533,,24.96428571,,34.96428571
43534,,25.35714286,,35.35714286
43535,,25.75,,35.75
43536,,26.14285714,,36.14285714
43537,,26.53571429,,36.53571429
43538,,26.92857143,,36.92857143
43539,,27.32142857,,37.32142857
43540,,27.71428571,,37.71428571
43541,,28.10714286,,38.10714286
43542,,28.5,,38.5
43543,,28.89285714,,38.89285714
43544,,29.28571429,,39.28571429
43545,,29.67857143,,39.67857143
43546,,30.07142857,,40.07142857
43547,,30.46428571,,40.46428571
43548,,30.85714286,,40.85714286
43549,,31.25,,41.25
43550,,31.64285714,,41.64285714
43551,,32.03571429,,42.03571429
43552,,32.42857143,,42.42857143
43553,,32.82142857,,42.82142857
43554,,33.21428571,,43.21428571
43555,,33.60714286,,43.60714286
43556,,34,,44
43557,,34.07894737,,44.07894737
43558,,34.15789474,,44.15789474
43559,,34.23684211,,44.23684211
43560,,34.31578947,,44.31578947
43561,,34.39473684,,44.39473684
43562,,34.47368421,,44.47368421
43563,,34.55263158,,44.55263158
43564,,34.63157895,,44.63157895
43565,,34.71052632,,44.71052632
43566,,34.78947368,,44.78947368
43567,,34.86842105,,44.86842105
43568,,34.94736842,,44.94736842
43569,,35.02631579,,45.02631579
43570,,35.10526316,,45.10526316
43571,,35.18421053,,45.18421053
43572,,35.26315789,,45.26315789
43573,,35.34210526,,45.34210526
43574,,35.42105263,,45.42105263
43575,,35.5,,45.5
43576,,35.57894737,,45.57894737
43577,,35.65789474,,45.65789474
43578,,35.73684211,,45.73684211
43579,,35.81578947,,45.81578947
43580,,35.89473684,,45.89473684
43581,,35.97368421,,45.97368421
43582,,36.05263158,,46.05263158
43583,,36.13157895,,46.13157895
43584,,36.21052632,,46.21052632
43585,,36.28947368,,46.28947368
43586,,36.36842105,,46.36842105
43587,,36.44736842,,46.44736842
43588,,36.52631579,,46.52631579
43589,,36.60526316,,46.60526316
43590,,36.68421053,,46.68421053
43591,,36.76315789,,46.76315789
43592,,36.84210526,,46.84210526
43593,,36.92105263,,46.92105263
43594,,37,,47
43595,,36.9375,,46.9375
43596,,36.875,,46.875
43597,,36.8125,,46.8125
43598,,36.75,,46.75
43599,,36.6875,,46.6875
43600,,36.625,,46.625
43601,,36.5625,,46.5625
43602,,36.5,,46.5
43603,,36.4375,,46.4375
43604,,36.375,,46.375
43605,,36.3125,,46.3125
43606,,36.25,,46.25
43607,,36.1875,,46.1875
43608,,36.125,,46.125
43609,,36.0625,,46.0625
43610,,36,,46
43611,,35.9375,,45.9375
43612,,35.875,,45.875
43613,,35.8125,,45.8125
43614,,35.75,,45.75
43615,,35.6875,,45.6875
43616,,35.625,,45.625
43617,,35.5625,,45.5625
43618,,35.5,,45.5
43619,,35.4375,,45.4375
43620,,35.375,,45.375
43621,,35.3125,,45.3125
43622,,35.25,,45.25
43623,,35.1875,,45.1875
43624,,35.125,,45.125
43625,,35.0625,,45.0625
43626,,35,,45
43627,,42.75957278,,52.75957278
43628,,42.71450677,,52.71450677
43629,,42.67049787,,52.67049787
43630,,42.62814723,,52.62814723
43631,,42.5871456,,52.5871456
43632,,42.51817345,,52.51817345
43633,,42.45019764,,52.45019764
43634,,42.38313018,,52.38313018
43635,,42.31691306,,52.31691306
43636,,42.25150647,,52.25150647
43637,,42.18688199,,52.18688199
43638,,42.12484132,,52.12484132
43639,,42.06536755,,52.06536755
43640,,42.0070033,,52.0070033
43641,,41.94973624,,51.94973624
43642,,41.89355518,,51.89355518
43643,,41.8384497,,51.8384497
43644,,41.78440992,,51.78440992
43645,,42.11457447,,52.11457447
43646,,42.44578598,,52.44578598
43647,,42.20874973,,52.20874973
43648,,41.97274263,,51.97274263
43649,,41.73775603,,51.73775603
43650,,41.62812007,,51.62812007
43651,,41.51948778,,51.51948778
43652,,41.41131489,,51.41131489
43653,,41.30359334,,51.30359334
43654,,41.19631514,,51.19631514
43655,,41.08947247,,51.08947247
43656,,40.9830576,,50.9830576
43657,,40.78182484,,50.78182484
43658,,40.58100479,,50.58100479
43659,,40.38059007,,50.38059007
43660,,40.18057344,,50.18057344
43661,,41.4219001,,51.4219001
43662,,42.66361064,,52.66361064
43663,,42.75103146,,52.75103146
43664,,42.55310809,,52.55310809
43665,,42.3555481,,52.3555481
43666,,42.18215439,,52.18215439
43667,,42.00911089,,52.00911089
43668,,41.83579812,,51.83579812
43669,,41.66220973,,51.66220973
43670,,41.48833951,,51.48833951
43671,,41.69513367,,51.69513367
43672,,41.9016338,,51.9016338
43673,,42.10783393,,52.10783393
43674,,42.31479364,,52.31479364
43675,,42.52250717,,52.52250717
43676,,42.73096881,,52.73096881
43677,,42.94017295,,52.94017295
43678,,41.29668552,,51.29668552
43679,,42.20726296,,52.20726296
43680,,42.2000977,,52.2000977
43681,,42.19410999,,52.19410999
43682,,42.1884644,,52.1884644
43683,,42.18315582,,52.18315582
43684,,42.17817921,,52.17817921
43685,,42.31638675,,52.31638675
43686,,42.45491641,,52.45491641
43687,,39.43947767,,49.43947767
43688,,39.35768482,,49.35768482
43689,,39.27619987,,49.27619987
43690,,39.19501821,,49.19501821
43691,,39.11413532,,49.11413532
43692,,38.7954515,,48.7954515
43693,,38.47649113,,48.47649113
43694,,38.15724986,,48.15724986
43695,,37.83772346,,47.83772346
43696,,37.51790771,,47.51790771
43697,,37.19779848,,47.19779848
43698,,36.87747112,,46.87747112
43699,,37.47644542,,47.47644542
43700,,37.83233648,,47.83233648
43701,,38.18799756,,48.18799756
43702,,38.54342482,,48.54342482
43703,,38.8986145,,48.8986145
43704,,39.25356286,,49.25356286
43705,,39.60826627,,49.60826627
43706,,39.77224491,,49.77224491
43707,,39.28322252,,49.28322252
43708,,38.79394452,,48.79394452
43709,,38.30805985,,48.30805985
43710,,37.82343989,,47.82343989
43711,,37.34008129,,47.34008129
43712,,36.85762199,,46.85762199
43713,,36.75701113,,46.75701113
43714,,36.65729314,,46.65729314
43715,,36.55846487,,46.55846487
43716,,36.46052323,,46.46052323
43717,,36.36281287,,46.36281287
43718,,36.26533076,,46.26533076
43719,,36.15525345,,46.15525345
43720,,35.85492234,,45.85492234
43721,,35.55481076,,45.55481076
43722,,35.25491589,,45.25491589
43723,,34.95523493,,44.95523493
43724,,34.65459098,,44.65459098
43725,,34.35298134,,44.35298134
43726,,34.05040336,,44.05040336
43727,,33.98494965,,43.98494965
43728,,33.9185224,,43.9185224
43729,,35.76672513,,45.76672513
43730,,35.86728261,,45.86728261
43731,,35.96881599,,45.96881599
43732,,36.07132285,,46.07132285
43733,,36.17480079,,46.17480079
43734,,36.04115223,,46.04115223
43735,,35.90847009,,45.90847009
43736,,35.77675208,,45.77675208
43737,,35.64599595,,45.64599595
43738,,35.51411209,,45.51411209
43739,,35.3810983,,45.3810983
43740,,35.24723913,,45.24723913
43741,,34.92205625,,44.92205625
43742,,34.59602379,,44.59602379
43743,,34.27707619,,44.27707619
43744,,33.95727493,,43.95727493
43745,,33.63948821,,43.63948821
43746,,33.32371406,,43.32371406
43747,,33.00995056,,43.00995056
43748,,34.34879105,,44.34879105
43749,,33.84348456,,43.84348456
43750,,33.34018309,,43.34018309
43751,,32.83888484,,42.83888484
43752,,32.27755116,,42.27755116
43753,,31.71534695,,41.71534695
43754,,31.15227047,,41.15227047
43755,,31.50498669,,41.50498669
43756,,31.85682725,,41.85682725
43757,,31.36471357,,41.36471357
43758,,30.87172095,,40.87172095
43759,,30.37895671,,40.37895671
43760,,29.88641927,,39.88641927
43761,,29.39410707,,39.39410707
43762,,29.1291248,,39.1291248
43763,,28.86436472,,38.86436472
43764,,28.59982534,,38.59982534
43765,,28.33550519,,38.33550519
43766,,28.07140282,,38.07140282
43767,,27.80751682,,37.80751682
43768,,27.54384578,,37.54384578
43769,,27.13276928,,37.13276928
43770,,27.1654581,,37.1654581
43771,,27.28016489,,37.28016489
43772,,27.39508124,,37.39508124
43773,,27.51020586,,37.51020586
43774,,27.62553745,,37.62553745
43775,,27.74107477,,37.74107477
43776,,27.85681657,,37.85681657
43777,,27.73085686,,37.73085686
43778,,27.60522839,,37.60522839
43779,,27.48469186,,37.48469186
43780,,27.36448421,,37.36448421
43781,,27.24460429,,37.24460429
43782,,27.12505096,,37.12505096
43783,,27.00582311,,37.00582311
43784,,26.93168154,,36.93168154
43785,,26.85786327,,36.85786327
43786,,27.16531961,,37.16531961
43787,,27.47329282,,37.47329282
43788,,27.78178188,,37.78178188
43789,,28.09078576,,38.09078576
43790,,28.40030346,,38.40030346
43791,,28.77327517,,38.77327517
43792,,29.14675874,,39.14675874
43793,,28.93200863,,38.93200863
43794,,28.71646384,,38.71646384
43795,,28.50012344,,38.50012344
43796,,28.28298653,,38.28298653
43797,,28.0650522,,38.0650522
43798,,27.84631957,,37.84631957
43799,,27.54747341,,37.54747341
43800,,27.33247914,,37.33247914
43801,,27.11750183,,37.11750183
43802,,26.90254066,,36.90254066
43803,,26.68759479,,36.68759479
43804,,26.87569373,,36.87569373
43805,,27.06380637,,37.06380637
43806,,27.25193192,,37.25193192
43807,,27.44006962,,37.44006962
43808,,26.98361085,,36.98361085
43809,,26.52716271,,36.52716271
43810,,25.74769701,,35.74769701
43811,,25.08659092,,35.08659092
43812,,24.88335286,,34.88335286
43813,,24.68006546,,34.68006546
43814,,24.28148992,,34.28148992
43815,,23.88286367,,33.88286367
43816,,23.48418601,,33.48418601
43817,,23.08545629,,33.08545629
43818,,22.68667386,,32.68667386
43819,,22.28783806,,32.28783806
43820,,22.55436493,,32.55436493
43821,,22.9398848,,32.9398848
43822,,22.79856371,,32.79856371
43823,,22.65718678,,32.65718678
43824,,22.5157534,,32.5157534
43825,,22.374263,,32.374263
43826,,22.23271498,,32.23271498
43827,,22.09110878,,32.09110878
43828,,21.95049355,,31.95049355
43829,,21.81086875,,31.81086875
43830,,21.67067414,,31.67067414
43831,,21.52990918,,31.52990918
43832,,21.38857334,,31.38857334
43833,,21.24666611,,31.24666611
43834,,21.29983914,,31.29983914
43835,,21.37624929,,31.37624929
43836,,21.45208651,,31.45208651
43837,,21.52735034,,31.52735034
43838,,21.60204027,,31.60204027
43839,,21.67615585,,31.67615585
43840,,21.7496966,,31.7496966
43841,,21.82266205,,31.82266205
43842,,21.56171843,,31.56171843
43843,,21.30019861,,31.30019861
43844,,21.04204997,,31.04204997
43845,,20.78727208,,30.78727208
43846,,20.53270104,,30.53270104
43847,,20.27833643,,30.27833643
43848,,20.02417783,,30.02417783
43849,,19.9606358,,29.9606358
43850,,19.6734639,,29.6734639
43851,,19.38643157,,29.38643157
43852,,19.09953843,,29.09953843
43853,,18.81278408,,28.81278408
43854,,18.52616816,,28.52616816
43855,,18.2396903,,28.2396903
43856,,18.55868921,,28.55868921
43857,,18.87782546,,28.87782546
43858,,19.19709866,,29.19709866
43859,,19.51650848,,29.51650848
43860,,19.83605457,,29.83605457
43861,,20.15131102,,30.15131102
43862,,20.63593959,,30.63593959
43863,,21.12112032,,31.12112032
43864,,21.30382256,,31.30382256
43865,,21.48707632,,31.48707632
43866,,21.67088126,,31.67088126
43867,,21.54354877,,31.54354877
43868,,21.41676686,,31.41676686
43869,,21.29053522,,31.29053522
43870,,21.15621167,,31.15621167
43871,,21.02183247,,31.02183247
43872,,20.88739731,,30.88739731
43873,,20.75290591,,30.75290591
43874,,21.42788181,,31.42788181
43875,,21.89603956,,31.89603956
43876,,22.36414025,,32.36414025
43877,,22.83218361,,32.83218361
43878,,23.30016939,,33.30016939
43879,,23.76809731,,33.76809731
43880,,24.20698163,,34.20698163
43881,,23.64580759,,33.64580759
43882,,23.08670281,,33.08670281
43883,,22.52900167,,32.52900167
43884,,21.97270394,,31.97270394
43885,,21.41780939,,31.41780939
43886,,20.86431778,,30.86431778
43887,,20.31222887,,30.31222887
43888,,20.33297103,,30.33297103
43889,,20.35511545,,30.35511545
43890,,,,
43891,,20.37595889,,20.37595889
43892,,21.7304693,,21.7304693
43893,,22.30887848,,22.30887848
43894,,22.88690051,,22.88690051
43895,,23.59548757,,23.59548757
43896,,24.30368708,,24.30368708
43897,,25.01149883,,25.01149883
43898,,25.71892265,,25.71892265
43899,,26.42595833,,26.42595833
43900,,26.89451045,,26.89451045
43901,,27.36267406,,27.36267406
43902,,27.83044899,,27.83044899
43903,,28.05977494,,28.05977494
43904,,28.28874696,,28.28874696
43905,,28.51736489,,28.51736489
43906,,28.74562856,,28.74562856
43907,,28.54496636,,28.54496636
43908,,28.34394956,,28.34394956
43909,,28.142578,,28.142578
43910,,28.03608961,,28.03608961
43911,,27.92924613,,27.92924613
43912,,27.82204742,,27.82204742
43913,,27.71974154,,27.71974154
43914,,28.33182868,,28.33182868
43915,,28.94402297,,28.94402297
43916,,29.55632426,,29.55632426
43917,,30.3544467,,30.3544467
43918,,31.15267586,,31.15267586
43919,,31.95101159,,31.95101159
43920,,32.74945376,,32.74945376
43921,,32.78609747,,32.78609747
43922,,32.82284735,,32.82284735
43923,,32.75506667,,32.75506667
43924,,32.68739189,,32.68739189
43925,,32.61982289,,32.61982289
43926,,32.55235954,,32.55235954
43927,,32.39450378,,32.39450378
43928,,33.28435073,,33.28435073
43929,,34.17428121,,34.17428121
43930,,35.06429511,,35.06429511
43931,,35.95439231,,35.95439231
43932,,36.84387636,,36.84387636
43933,,37.73274713,,37.73274713
43934,,38.47814736,,38.47814736
43935,,38.17531506,,38.17531506
43936,,37.87170705,,37.87170705
43937,,37.56732323,,37.56732323
43938,,37.26216349,,37.26216349
43939,,36.95873914,,36.95873914
43940,,36.65705008,,36.65705008
43941,,36.35478642,,36.35478642
43942,,36.45670996,,36.45670996
43943,,36.55805869,,36.55805869
43944,,36.65883251,,36.65883251
43945,,36.75903135,,36.75903135
43946,,36.85865509,,36.85865509
43947,,36.95770365,,36.95770365
43948,,37.05617694,,37.05617694
43949,,37.15407487,,37.15407487
43950,,37.25139736,,37.25139736
43951,,37.34814431,,37.34814431
43952,,37.44431564,,37.44431564
43953,,37.53991126,,37.53991126
43954,,37.63614632,,37.63614632
43955,,37.73279659,,37.73279659
43956,,37.829862,,37.829862
43957,,37.92734247,,37.92734247
43958,,38.02523792,,38.02523792
43959,,38.12354828,,38.12354828
43960,,38.22227346,,38.22227346
43961,,38.27360153,,38.27360153
43962,,38.32468153,,38.32468153
43963,,38.37551338,,38.37551338
43964,,38.42609702,,38.42609702
43965,,38.47643238,,38.47643238
43966,,38.52651938,,38.52651938
43967,,38.57635797,,38.57635797
43968,,38.62607071,,38.62607071
43969,,38.67565753,,38.67565753
43970,,38.79654694,,38.79654694
43971,,38.9173103,,38.9173103
43972,,39.03794756,,39.03794756
43973,,39.15845865,,39.15845865
43974,,39.27884351,,39.27884351
43975,,39.39927452,,39.39927452
43976,,39.51975162,,39.51975162
43977,,39.16408428,,39.16408428
43978,,38.80846292,,38.80846292
43979,,38.45288748,,38.45288748
43980,,38.0973579,,38.0973579
43981,,37.74187414,,37.74187414
43982,,37.38643613,,37.38643613
43983,,38.3406489,,38.3406489
43984,,38.33462178,,38.33462178
43985,,38.32862969,,38.32862969
43986,,38.32267259,,38.32267259
43987,,38.31675042,,38.31675042
43988,,38.31086315,,38.31086315
43989,,38.30501072,,38.30501072
43990,,38.29919307,,38.29919307
43991,,38.29341018,,38.29341018
43992,,38.28633744,,38.28633744
43993,,39.44091563,,39.44091563
43994,,39.44954788,,39.44954788
43995,,39.4570095,,39.4570095
43996,,39.464555,,39.464555
43997,,39.47218435,,39.47218435
43998,,39.45079697,,39.45079697
43999,,39.42949335,,39.42949335
44000,,39.40827345,,39.40827345
44001,,39.38713723,,39.38713723
44002,,39.36608464,,39.36608464
44003,,39.34511566,,39.34511566
44004,,39.3260533,,39.3260533
44005,,39.30889752,,39.30889752
44006,,39.29220504,,39.29220504
44007,,39.27597582,,39.27597582
44008,,39.26020982,,39.26020982
44009,,39.24490701,,39.24490701
44010,,39.23006735,,39.23006735
44011,,39.59883896,,39.59883896
44012,,39.96807365,,39.96807365
44013,,39.76848568,,39.76848568
44014,,39.56936073,,39.56936073
44015,,39.37069876,,39.37069876
44016,,39.29683837,,39.29683837
44017,,39.2234409,,39.2234409
44018,,39.14997028,,39.14997028
44019,,39.07642649,,39.07642649
44020,,39.0028095,,39.0028095
44021,,38.92911928,,38.92911928
44022,,38.85535579,,38.85535579
44023,,38.68628091,,38.68628091
44024,,38.51713272,,38.51713272
44025,,38.34791117,,38.34791117
44026,,38.17861625,,38.17861625
44027,,39.45020031,,39.45020031
44028,,40.72171093,,40.72171093
44029,,40.83848144,,40.83848144
44030,,40.66946417,,40.66946417
44031,,40.5003734,,40.5003734
44032,,40.35501862,,40.35501862
44033,,40.20959028,,40.20959028
44034,,40.06347529,,40.06347529
44035,,39.91667363,,39.91667363
44036,,39.76918527,,39.76918527
44037,,40.00196257,,40.00196257
44038,,40.23405312,,40.23405312
44039,,40.46545691,,40.46545691
44040,,40.69723936,,40.69723936
44041,,40.92940044,,40.92940044
44042,,41.16194015,,41.16194015
44043,,41.39485844,,41.39485844
44044,,39.77472675,,39.77472675
44045,,40.70830693,,40.70830693
44046,,40.72379676,,40.72379676
44047,,40.74012171,,40.74012171
44048,,40.75645156,,40.75645156
44049,,40.77278629,,40.77278629
44050,,40.78912587,,40.78912587
44051,,40.94832744,,40.94832744
44052,,41.10753382,,41.10753382
44053,,38.11245928,,38.11245928
44054,,38.05072287,,38.05072287
44055,,37.98899121,,37.98899121
44056,,37.92726431,,37.92726431
44057,,37.86554213,,37.86554213
44058,,37.56572943,,37.56572943
44059,,37.26535496,,37.26535496
44060,,36.9644187,,36.9644187
44061,,36.66292063,,36.66292063
44062,,36.36086074,,36.36086074
44063,,36.05823901,,36.05823901
44064,,35.75513484,,35.75513484
44065,,36.37107203,,36.37107203
44066,,36.7436696,,36.7436696
44067,,37.11578468,,37.11578468
44068,,37.48741727,,37.48741727
44069,,37.85856734,,37.85856734
44070,,38.22923489,,38.22923489
44071,,38.59941989,,38.59941989
44072,,38.77864614,,38.77864614
44073,,38.30464091,,38.30464091
44074,,37.83015309,,37.83015309
44075,,37.35883508,,37.35883508
44076,,36.88856161,,36.88856161
44077,,36.41933267,,36.41933267
44078,,35.95078948,,35.95078948
44079,,35.8638844,,35.8638844
44080,,35.77766504,,35.77766504
44081,,35.69213139,,35.69213139
44082,,35.60728344,,35.60728344
44083,,35.52246885,,35.52246885
44084,,35.43768763,,35.43768763
44085,,35.34011924,,35.34011924
44086,,35.052108,,35.052108
44087,,34.76413008,,34.76413008
44088,,34.47618547,,34.47618547
44089,,34.18827417,,34.18827417
44090,,33.89922199,,33.89922199
44091,,33.60902893,,33.60902893
44092,,33.31769498,,33.31769498
44093,,33.26331535,,33.26331535
44094,,33.20779482,,33.20779482
44095,,35.06673942,,35.06673942
44096,,35.17787641,,35.17787641
44097,,35.28982942,,35.28982942
44098,,35.40259841,,35.40259841
44099,,35.51618339,,35.51618339
44100,,35.39248911,,35.39248911
44101,,35.2696108,,35.2696108
44102,,35.14754845,,35.14754845
44103,,35.02630205,,35.02630205
44104,,34.90378418,,34.90378418
44105,,34.77999483,,34.77999483
44106,,34.65522068,,34.65522068
44107,,34.33898552,,34.33898552
44108,,34.02176553,,34.02176553
44109,,33.71149722,,33.71149722
44110,,33.40024406,,33.40024406
44111,,33.09087625,,33.09087625
44112,,32.78339378,,32.78339378
44113,,32.47779663,,32.47779663
44114,,33.82468003,,33.82468003
44115,,33.32729491,,33.32729491
44116,,32.83179509,,32.83179509
44117,,32.33818056,,32.33818056
44118,,31.78441448,,31.78441448
44119,,31.22966348,,31.22966348
44120,,30.67392758,,30.67392758
44121,,31.03387343,,31.03387343
44122,,31.39283435,,31.39283435
44123,,30.90773342,,30.90773342
44124,,30.42164756,,30.42164756
44125,,29.93568568,,29.93568568
44126,,29.4498478,,29.4498478
44127,,28.9641339,,28.9641339
44128,,28.7056502,,28.7056502
44129,,28.44729048,,28.44729048
44130,,28.18905472,,28.18905472
44131,,27.93094291,,27.93094291
44132,,27.67295507,,27.67295507
44133,,27.41509117,,27.41509117
44134,,27.15735121,,27.15735121
44135,,26.75211615,,26.75211615
44136,,26.79055813,,26.79055813
44137,,26.91093112,,26.91093112
44138,,27.03142804,,27.03142804
44139,,27.15204887,,27.15204887
44140,,27.27279362,,27.27279362
44141,,27.39366227,,27.39366227
44142,,27.51465483,,27.51465483
44143,,27.39386652,,27.39386652
44144,,27.27333129,,27.27333129
44145,,27.15781102,,27.15781102
44146,,27.04254382,,27.04254382
44147,,26.92752967,,26.92752967
44148,,26.81276858,,26.81276858
44149,,26.69826053,,26.69826053
44150,,26.62876744,,26.62876744
44151,,26.55952738,,26.55952738
44152,,26.87149274,,26.87149274
44153,,27.18390683,,27.18390683
44154,,27.49676964,,27.49676964
44155,,27.81008117,,27.81008117
44156,,28.12384141,,28.12384141
44157,,28.50099154,,28.50099154
44158,,28.87859038,,28.87859038
44159,,28.66789334,,28.66789334
44160,,28.45634036,,28.45634036
44161,,28.24393145,,28.24393145
44162,,28.0306666,,28.0306666
44163,,27.81654581,,27.81654581
44164,,27.60156908,,27.60156908
44165,,27.30642206,,27.30642206
44166,,27.09507101,,27.09507101
44167,,26.88368187,,26.88368187
44168,,26.67225463,,26.67225463
44169,,26.46078928,,26.46078928
44170,,26.65231614,,26.65231614
44171,,26.84380489,,26.84380489
44172,,27.03525552,,27.03525552
44173,,27.22666805,,27.22666805
44174,,26.77343461,,26.77343461
44175,,26.32016305,,26.32016305
44176,,25.54382592,,25.54382592
44177,,24.88580112,,24.88580112
44178,,24.68559778,,24.68559778
44179,,24.48529923,,24.48529923
44180,,24.08966737,,24.08966737
44181,,23.6939403,,23.6939403
44182,,23.29811802,,23.29811802
44183,,22.90220051,,22.90220051
44184,,22.50618779,,22.50618779
44185,,22.11007984,,22.11007984
44186,,22.37929333,,22.37929333
44187,,22.76745922,,22.76745922
44188,,22.62874415,,22.62874415
44189,,22.48993386,,22.48993386
44190,,22.35102833,,22.35102833
44191,,22.21202756,,22.21202756
44192,,22.07293155,,22.07293155
44193,,21.9337403,,21.9337403
44194,,21.79550353,,21.79550353
44195,,21.65822123,,21.65822123
44196,,21.52033372,,21.52033372
44197,,21.38184099,,21.38184099
44198,,21.24274305,,21.24274305
44199,,21.10303988,,21.10303988
44200,,21.15838367,,21.15838367
44201,,21.23693175,,21.23693175
44202,,21.31487461,,21.31487461
44203,,21.39221224,,21.39221224
44204,,21.46894464,,21.46894464
44205,,21.54507182,,21.54507182
44206,,21.62059375,,21.62059375
44207,,21.69551046,,21.69551046
44208,,21.43648859,,21.43648859
44209,,21.17686148,,21.17686148
44210,,20.92057695,,20.92057695
44211,,20.667635,,20.667635
44212,,20.41487214,,20.41487214
44213,,20.16228838,,20.16228838
44214,,19.90988372,,19.90988372
44215,,19.84806912,,19.84806912
44216,,19.56259854,,19.56259854
44217,,19.27724182,,19.27724182
44218,,18.99199896,,18.99199896
44219,,18.70686996,,18.70686996
44220,,18.42185482,,18.42185482
44221,,18.13695353,,18.13695353
44222,,18.4575052,,18.4575052
44223,,18.77817073,,18.77817073
44224,,19.09895011,,19.09895011
44225,,19.41984334,,19.41984334
44226,,19.74085041,,19.74085041
44227,,20.05754577,,20.05754577
44228,,20.5435915,,20.5435915
44229,,21.03016796,,21.03016796
44230,,21.21424486,,21.21424486
44231,,21.39885248,,21.39885248
44232,,21.58399083,,21.58399083
44233,,21.45797159,,21.45797159
44234,,21.33248308,,21.33248308
44235,,21.2075253,,21.2075253
44236,,21.07445636,,21.07445636
44237,,20.9413128,,20.9413128
44238,,20.8080946,,20.8080946
44239,,20.67480178,,20.67480178
44240,,21.35095814,,21.35095814
44241,,21.82027851,,21.82027851
44242,,22.28952424,,22.28952424
44243,,22.75869534,,22.75869534
44244,,23.22779181,,23.22779181
44245,,23.69681364,,23.69681364
44246,,24.13677534,,24.13677534
44247,,23.57666239,,23.57666239
44248,,23.01860266,,23.01860266
44249,,22.46193078,,22.46193078
44250,,21.90664676,,21.90664676
44251,,21.35275059,,21.35275059
44252,,20.80024227,,20.80024227
44253,,20.2491218,,20.2491218
44254,,20.27081774,,20.27081774
44255,,20.29390154,,20.29390154
44256,,20.31658483,,20.31658483
44257,,21.67199262,,21.67199262
44258,,22.25128561,,22.25128561
44259,,22.8301781,,22.8301781
44260,,23.53962245,,23.53962245
44261,,24.2486663,,24.2486663
44262,,24.95730963,,24.95730963
44263,,25.66555246,,25.66555246
44264,,26.37339477,,26.37339477
44265,,26.84274133,,26.84274133
44266,,27.31168738,,27.31168738
44267,,27.78023292,,27.78023292
44268,,28.01031782,,28.01031782
44269,,28.24003734,,28.24003734
44270,,28.46939146,,28.46939146
44271,,28.69838019,,28.69838019
44272,,28.4984321,,28.4984321
44273,,28.29811862,,28.29811862
44274,,28.09743974,,28.09743974
44275,,27.99163357,,27.99163357
44276,,27.88546199,,27.88546199
44277,,27.77892503,,27.77892503
44278,,27.6772709,,27.6772709
44279,,28.28999993,,28.28999993
44280,,28.90282642,,28.90282642
44281,,29.51575036,,29.51575036
44282,,30.31448603,,30.31448603
44283,,31.11331914,,31.11331914
44284,,31.91224971,,31.91224971
44285,,32.71127772,,32.71127772
44286,,32.74849842,,32.74849842
44287,,32.78581657,,32.78581657
44288,,32.71859557,,32.71859557
44289,,32.65147201,,32.65147201
44290,,32.5844459,,32.5844459
44291,,32.51751723,,32.51751723
44292,,32.36018808,,32.36018808
44293,,33.25055367,,33.25055367
44294,,34.14099496,,34.14099496
44295,,35.03151194,,35.03151194
44296,,35.92210463,,35.92210463
44297,,36.81207666,,36.81207666
44298,,37.70142805,,37.70142805
44299,,38.44730164,,38.44730164
44300,,38.14493554,,38.14493554
44301,,37.84178668,,37.84178668
44302,,37.53785507,,37.53785507
44303,,37.23314071,,37.23314071
44304,,36.93015501,,36.93015501
44305,,36.62889797,,36.62889797
44306,,36.3270598,,36.3270598
44307,,36.42940239,,36.42940239
44308,,36.53116384,,36.53116384
44309,,36.63234416,,36.63234416
44310,,36.73294333,,36.73294333
44311,,36.83296137,,36.83296137
