Date,Predicted,New
20-09-2018,33.33333333,43.33333333
21-09-2018,33.16666667,43.16666667
22-09-2018,33,43
23-09-2018,32.83333333,42.83333333
24-09-2018,32.66666667,42.66666667
25-09-2018,32.5,42.5
26-09-2018,32.33333333,42.33333333
27-09-2018,32.16666667,42.16666667
28-09-2018,32,42
29-09-2018,31.83333333,41.83333333
30-09-2018,31.66666667,41.66666667
01-10-2018,31.5,41.5
02-10-2018,31.33333333,41.33333333
03-10-2018,31.16666667,41.16666667
04-10-2018,31,41
05-10-2018,30.85714286,40.85714286
06-10-2018,30.71428571,40.71428571
07-10-2018,30.57142857,40.57142857
08-10-2018,30.42857143,40.42857143
09-10-2018,30.28571429,40.28571429
10-10-2018,30.14285714,40.14285714
11-10-2018,30,40
12-10-2018,29.85714286,39.85714286
13-10-2018,29.71428571,39.71428571
14-10-2018,29.57142857,39.57142857
15-10-2018,29.42857143,39.42857143
16-10-2018,29.28571429,39.28571429
17-10-2018,29.14285714,39.14285714
18-10-2018,29,39
19-10-2018,28.85714286,38.85714286
20-10-2018,28.71428571,38.71428571
21-10-2018,28.57142857,38.57142857
22-10-2018,28.42857143,38.42857143
23-10-2018,28.28571429,38.28571429
24-10-2018,28.14285714,38.14285714
25-10-2018,28,38
26-10-2018,27.85714286,37.85714286
27-10-2018,27.71428571,37.71428571
28-10-2018,27.57142857,37.57142857
29-10-2018,27.42857143,37.42857143
30-10-2018,27.28571429,37.28571429
31-10-2018,27.14285714,37.14285714
01-11-2018,27,37
02-11-2018,27.1025641,37.1025641
03-11-2018,27.20512821,37.20512821
04-11-2018,27.30769231,37.30769231
05-11-2018,27.41025641,37.41025641
06-11-2018,27.51282051,37.51282051
07-11-2018,27.61538462,37.61538462
08-11-2018,27.71794872,37.71794872
09-11-2018,27.82051282,37.82051282
10-11-2018,27.92307692,37.92307692
11-11-2018,28.02564103,38.02564103
12-11-2018,28.12820513,38.12820513
13-11-2018,28.23076923,38.23076923
14-11-2018,28.33333333,38.33333333
15-11-2018,28.43589744,38.43589744
16-11-2018,28.53846154,38.53846154
17-11-2018,28.64102564,38.64102564
18-11-2018,28.74358974,38.74358974
19-11-2018,28.84615385,38.84615385
20-11-2018,28.94871795,38.94871795
21-11-2018,29.05128205,39.05128205
22-11-2018,29.15384615,39.15384615
23-11-2018,29.25641026,39.25641026
24-11-2018,29.35897436,39.35897436
25-11-2018,29.46153846,39.46153846
26-11-2018,29.56410256,39.56410256
27-11-2018,29.66666667,39.66666667
28-11-2018,29.76923077,39.76923077
29-11-2018,29.87179487,39.87179487
30-11-2018,29.97435897,39.97435897
01-12-2018,30.07692308,40.07692308
02-12-2018,30.17948718,40.17948718
03-12-2018,30.28205128,40.28205128
04-12-2018,30.38461538,40.38461538
05-12-2018,30.48717949,40.48717949
06-12-2018,30.58974359,40.58974359
07-12-2018,30.69230769,40.69230769
08-12-2018,30.79487179,40.79487179
09-12-2018,30.8974359,40.8974359
10-12-2018,31,41
11-12-2018,30.5,40.5
12-12-2018,30,40
13-12-2018,29.5,39.5
14-12-2018,29,39
15-12-2018,28.5,38.5
16-12-2018,28,38
17-12-2018,27.5,37.5
18-12-2018,27,37
19-12-2018,26.5,36.5
20-12-2018,26,36
21-12-2018,25.5,35.5
22-12-2018,25,35
23-12-2018,24.5,34.5
24-12-2018,24,34
25-12-2018,23.5,33.5
26-12-2018,23,33
27-12-2018,22.5,32.5
28-12-2018,22,32
29-12-2018,21.5,31.5
30-12-2018,21,31
31-12-2018,20.5,30.5
01-01-2019,20,30
02-01-2019,19.5,29.5
03-01-2019,19,29
04-01-2019,19.08695652,29.08695652
05-01-2019,19.17391304,29.17391304
06-01-2019,19.26086957,29.26086957
07-01-2019,19.34782609,29.34782609
08-01-2019,19.43478261,29.43478261
09-01-2019,19.52173913,29.52173913
10-01-2019,19.60869565,29.60869565
11-01-2019,19.69565217,29.69565217
12-01-2019,19.7826087,29.7826087
13-01-2019,19.86956522,29.86956522
14-01-2019,19.95652174,29.95652174
15-01-2019,20.04347826,30.04347826
16-01-2019,20.13043478,30.13043478
17-01-2019,20.2173913,30.2173913
18-01-2019,20.30434783,30.30434783
19-01-2019,20.39130435,30.39130435
20-01-2019,20.47826087,30.47826087
21-01-2019,20.56521739,30.56521739
22-01-2019,20.65217391,30.65217391
23-01-2019,20.73913043,30.73913043
24-01-2019,20.82608696,30.82608696
25-01-2019,20.91304348,30.91304348
26-01-2019,21,31
27-01-2019,21.08695652,31.08695652
28-01-2019,21.17391304,31.17391304
29-01-2019,21.26086957,31.26086957
30-01-2019,21.34782609,31.34782609
31-01-2019,21.43478261,31.43478261
01-02-2019,21.52173913,31.52173913
02-02-2019,21.60869565,31.60869565
03-02-2019,21.69565217,31.69565217
04-02-2019,21.7826087,31.7826087
05-02-2019,21.86956522,31.86956522
06-02-2019,21.95652174,31.95652174
07-02-2019,22.04347826,32.04347826
08-02-2019,22.13043478,32.13043478
09-02-2019,22.2173913,32.2173913
10-02-2019,22.30434783,32.30434783
11-02-2019,22.39130435,32.39130435
12-02-2019,22.47826087,32.47826087
13-02-2019,22.56521739,32.56521739
14-02-2019,22.65217391,32.65217391
15-02-2019,22.73913043,32.73913043
16-02-2019,22.82608696,32.82608696
17-02-2019,22.91304348,32.91304348
18-02-2019,23,33
19-02-2019,23,33
20-02-2019,23,33
21-02-2019,23,33
22-02-2019,23,33
23-02-2019,23,33
24-02-2019,23,33
25-02-2019,23,33
26-02-2019,23,33
27-02-2019,23,33
28-02-2019,23,33
01-03-2019,23,33
02-03-2019,23,33
03-03-2019,23,33
04-03-2019,23,33
05-03-2019,23.39285714,33.39285714
06-03-2019,23.78571429,33.78571429
07-03-2019,24.17857143,34.17857143
08-03-2019,24.57142857,34.57142857
09-03-2019,24.96428571,34.96428571
10-03-2019,25.35714286,35.35714286
11-03-2019,25.75,35.75
12-03-2019,26.14285714,36.14285714
13-03-2019,26.53571429,36.53571429
14-03-2019,26.92857143,36.92857143
15-03-2019,27.32142857,37.32142857
16-03-2019,27.71428571,37.71428571
17-03-2019,28.10714286,38.10714286
18-03-2019,28.5,38.5
19-03-2019,28.89285714,38.89285714
20-03-2019,29.28571429,39.28571429
21-03-2019,29.67857143,39.67857143
22-03-2019,30.07142857,40.07142857
23-03-2019,30.46428571,40.46428571
24-03-2019,30.85714286,40.85714286
25-03-2019,31.25,41.25
26-03-2019,31.64285714,41.64285714
27-03-2019,32.03571429,42.03571429
28-03-2019,32.42857143,42.42857143
29-03-2019,32.82142857,42.82142857
30-03-2019,33.21428571,43.21428571
31-03-2019,33.60714286,43.60714286
01-04-2019,34,44
02-04-2019,34.07894737,44.07894737
03-04-2019,34.15789474,44.15789474
04-04-2019,34.23684211,44.23684211
05-04-2019,34.31578947,44.31578947
06-04-2019,34.39473684,44.39473684
07-04-2019,34.47368421,44.47368421
08-04-2019,34.55263158,44.55263158
09-04-2019,34.63157895,44.63157895
10-04-2019,34.71052632,44.71052632
11-04-2019,34.78947368,44.78947368
12-04-2019,34.86842105,44.86842105
13-04-2019,34.94736842,44.94736842
14-04-2019,35.02631579,45.02631579
15-04-2019,35.10526316,45.10526316
16-04-2019,35.18421053,45.18421053
17-04-2019,35.26315789,45.26315789
18-04-2019,35.34210526,45.34210526
19-04-2019,35.42105263,45.42105263
20-04-2019,35.5,45.5
21-04-2019,35.57894737,45.57894737
22-04-2019,35.65789474,45.65789474
23-04-2019,35.73684211,45.73684211
24-04-2019,35.81578947,45.81578947
25-04-2019,35.89473684,45.89473684
26-04-2019,35.97368421,45.97368421
27-04-2019,36.05263158,46.05263158
28-04-2019,36.13157895,46.13157895
29-04-2019,36.21052632,46.21052632
30-04-2019,36.28947368,46.28947368
01-05-2019,36.36842105,46.36842105
02-05-2019,36.44736842,46.44736842
03-05-2019,36.52631579,46.52631579
04-05-2019,36.60526316,46.60526316
05-05-2019,36.68421053,46.68421053
06-05-2019,36.76315789,46.76315789
07-05-2019,36.84210526,46.84210526
08-05-2019,36.92105263,46.92105263
09-05-2019,37,47
10-05-2019,36.9375,46.9375
11-05-2019,36.875,46.875
12-05-2019,36.8125,46.8125
13-05-2019,36.75,46.75
14-05-2019,36.6875,46.6875
15-05-2019,36.625,46.625
16-05-2019,36.5625,46.5625
17-05-2019,36.5,46.5
18-05-2019,36.4375,46.4375
19-05-2019,36.375,46.375
20-05-2019,36.3125,46.3125
21-05-2019,36.25,46.25
22-05-2019,36.1875,46.1875
23-05-2019,36.125,46.125
24-05-2019,36.0625,46.0625
25-05-2019,36,46
26-05-2019,35.9375,45.9375
27-05-2019,35.875,45.875
28-05-2019,35.8125,45.8125
29-05-2019,35.75,45.75
30-05-2019,35.6875,45.6875
31-05-2019,35.625,45.625
01-06-2019,35.5625,45.5625
02-06-2019,35.5,45.5
03-06-2019,35.4375,45.4375
04-06-2019,35.375,45.375
05-06-2019,35.3125,45.3125
06-06-2019,35.25,45.25
07-06-2019,35.1875,45.1875
08-06-2019,35.125,45.125
09-06-2019,35.0625,45.0625
10-06-2019,35,45
11-06-2019,42.75957278,52.75957278
12-06-2019,42.71450677,52.71450677
13-06-2019,42.67049787,52.67049787
14-06-2019,42.62814723,52.62814723
15-06-2019,42.5871456,52.5871456
16-06-2019,42.51817345,52.51817345
17-06-2019,42.45019764,52.45019764
18-06-2019,42.38313018,52.38313018
19-06-2019,42.31691306,52.31691306
20-06-2019,42.25150647,52.25150647
21-06-2019,42.18688199,52.18688199
22-06-2019,42.12484132,52.12484132
23-06-2019,42.06536755,52.06536755
24-06-2019,42.0070033,52.0070033
25-06-2019,41.94973624,51.94973624
26-06-2019,41.89355518,51.89355518
27-06-2019,41.8384497,51.8384497
28-06-2019,41.78440992,51.78440992
29-06-2019,42.11457447,52.11457447
30-06-2019,42.44578598,52.44578598
01-07-2019,42.20874973,52.20874973
02-07-2019,41.97274263,51.97274263
03-07-2019,41.73775603,51.73775603
04-07-2019,41.62812007,51.62812007
05-07-2019,41.51948778,51.51948778
06-07-2019,41.41131489,51.41131489
07-07-2019,41.30359334,51.30359334
08-07-2019,41.19631514,51.19631514
09-07-2019,41.08947247,51.08947247
10-07-2019,40.9830576,50.9830576
11-07-2019,40.78182484,50.78182484
12-07-2019,40.58100479,50.58100479
13-07-2019,40.38059007,50.38059007
14-07-2019,40.18057344,50.18057344
15-07-2019,41.4219001,51.4219001
16-07-2019,42.66361064,52.66361064
17-07-2019,42.75103146,52.75103146
18-07-2019,42.55310809,52.55310809
19-07-2019,42.3555481,52.3555481
20-07-2019,42.18215439,52.18215439
21-07-2019,42.00911089,52.00911089
22-07-2019,41.83579812,51.83579812
23-07-2019,41.66220973,51.66220973
24-07-2019,41.48833951,51.48833951
25-07-2019,41.69513367,51.69513367
26-07-2019,41.9016338,51.9016338
27-07-2019,42.10783393,52.10783393
28-07-2019,42.31479364,52.31479364
29-07-2019,42.52250717,52.52250717
30-07-2019,42.73096881,52.73096881
31-07-2019,42.94017295,52.94017295
01-08-2019,41.29668552,51.29668552
02-08-2019,42.20726296,52.20726296
03-08-2019,42.2000977,52.2000977
04-08-2019,42.19410999,52.19410999
05-08-2019,42.1884644,52.1884644
06-08-2019,42.18315582,52.18315582
07-08-2019,42.17817921,52.17817921
08-08-2019,42.31638675,52.31638675
09-08-2019,42.45491641,52.45491641
10-08-2019,39.43947767,49.43947767
11-08-2019,39.35768482,49.35768482
12-08-2019,39.27619987,49.27619987
13-08-2019,39.19501821,49.19501821
14-08-2019,39.11413532,49.11413532
15-08-2019,38.7954515,48.7954515
16-08-2019,38.47649113,48.47649113
17-08-2019,38.15724986,48.15724986
18-08-2019,37.83772346,47.83772346
19-08-2019,37.51790771,47.51790771
20-08-2019,37.19779848,47.19779848
21-08-2019,36.87747112,46.87747112
22-08-2019,37.47644542,47.47644542
23-08-2019,37.83233648,47.83233648
24-08-2019,38.18799756,48.18799756
25-08-2019,38.54342482,48.54342482
26-08-2019,38.8986145,48.8986145
27-08-2019,39.25356286,49.25356286
28-08-2019,39.60826627,49.60826627
29-08-2019,39.77224491,49.77224491
30-08-2019,39.28322252,49.28322252
31-08-2019,38.79394452,48.79394452
01-09-2019,38.30805985,48.30805985
02-09-2019,37.82343989,47.82343989
03-09-2019,37.34008129,47.34008129
04-09-2019,36.85762199,46.85762199
05-09-2019,36.75701113,46.75701113
06-09-2019,36.65729314,46.65729314
07-09-2019,36.55846487,46.55846487
08-09-2019,36.46052323,46.46052323
09-09-2019,36.36281287,46.36281287
10-09-2019,36.26533076,46.26533076
11-09-2019,36.15525345,46.15525345
12-09-2019,35.85492234,45.85492234
13-09-2019,35.55481076,45.55481076
14-09-2019,35.25491589,45.25491589
15-09-2019,34.95523493,44.95523493
16-09-2019,34.65459098,44.65459098
17-09-2019,34.35298134,44.35298134
18-09-2019,34.05040336,44.05040336
19-09-2019,33.98494965,43.98494965
20-09-2019,33.9185224,43.9185224
21-09-2019,35.76672513,45.76672513
22-09-2019,35.86728261,45.86728261
23-09-2019,35.96881599,45.96881599
24-09-2019,36.07132285,46.07132285
25-09-2019,36.17480079,46.17480079
26-09-2019,36.04115223,46.04115223
27-09-2019,35.90847009,45.90847009
28-09-2019,35.77675208,45.77675208
29-09-2019,35.64599595,45.64599595
30-09-2019,35.51411209,45.51411209
01-10-2019,35.3810983,45.3810983
02-10-2019,35.24723913,45.24723913
03-10-2019,34.92205625,44.92205625
04-10-2019,34.59602379,44.59602379
05-10-2019,34.27707619,44.27707619
06-10-2019,33.95727493,43.95727493
07-10-2019,33.63948821,43.63948821
08-10-2019,33.32371406,43.32371406
09-10-2019,33.00995056,43.00995056
10-10-2019,34.34879105,44.34879105
11-10-2019,33.84348456,43.84348456
12-10-2019,33.34018309,43.34018309
13-10-2019,32.83888484,42.83888484
14-10-2019,32.27755116,42.27755116
15-10-2019,31.71534695,41.71534695
16-10-2019,31.15227047,41.15227047
17-10-2019,31.50498669,41.50498669
18-10-2019,31.85682725,41.85682725
19-10-2019,31.36471357,41.36471357
20-10-2019,30.87172095,40.87172095
21-10-2019,30.37895671,40.37895671
22-10-2019,29.88641927,39.88641927
23-10-2019,29.39410707,39.39410707
24-10-2019,29.1291248,39.1291248
25-10-2019,28.86436472,38.86436472
26-10-2019,28.59982534,38.59982534
27-10-2019,28.33550519,38.33550519
28-10-2019,28.07140282,38.07140282
29-10-2019,27.80751682,37.80751682
30-10-2019,27.54384578,37.54384578
31-10-2019,27.13276928,37.13276928
01-11-2019,27.1654581,37.1654581
02-11-2019,27.28016489,37.28016489
03-11-2019,27.39508124,37.39508124
04-11-2019,27.51020586,37.51020586
05-11-2019,27.62553745,37.62553745
06-11-2019,27.74107477,37.74107477
07-11-2019,27.85681657,37.85681657
08-11-2019,27.73085686,37.73085686
09-11-2019,27.60522839,37.60522839
10-11-2019,27.48469186,37.48469186
11-11-2019,27.36448421,37.36448421
12-11-2019,27.24460429,37.24460429
13-11-2019,27.12505096,37.12505096
14-11-2019,27.00582311,37.00582311
15-11-2019,26.93168154,36.93168154
16-11-2019,26.85786327,36.85786327
17-11-2019,27.16531961,37.16531961
18-11-2019,27.47329282,37.47329282
19-11-2019,27.78178188,37.78178188
20-11-2019,28.09078576,38.09078576
21-11-2019,28.40030346,38.40030346
22-11-2019,28.77327517,38.77327517
23-11-2019,29.14675874,39.14675874
24-11-2019,28.93200863,38.93200863
25-11-2019,28.71646384,38.71646384
26-11-2019,28.50012344,38.50012344
27-11-2019,28.28298653,38.28298653
28-11-2019,28.0650522,38.0650522
29-11-2019,27.84631957,37.84631957
30-11-2019,27.54747341,37.54747341
01-12-2019,27.33247914,37.33247914
02-12-2019,27.11750183,37.11750183
03-12-2019,26.90254066,36.90254066
04-12-2019,26.68759479,36.68759479
05-12-2019,26.87569373,36.87569373
06-12-2019,27.06380637,37.06380637
07-12-2019,27.25193192,37.25193192
08-12-2019,27.44006962,37.44006962
09-12-2019,26.98361085,36.98361085
10-12-2019,26.52716271,36.52716271
11-12-2019,25.74769701,35.74769701
12-12-2019,25.08659092,35.08659092
13-12-2019,24.88335286,34.88335286
14-12-2019,24.68006546,34.68006546
15-12-2019,24.28148992,34.28148992
16-12-2019,23.88286367,33.88286367
17-12-2019,23.48418601,33.48418601
18-12-2019,23.08545629,33.08545629
19-12-2019,22.68667386,32.68667386
20-12-2019,22.28783806,32.28783806
21-12-2019,22.55436493,32.55436493
22-12-2019,22.9398848,32.9398848
23-12-2019,22.79856371,32.79856371
24-12-2019,22.65718678,32.65718678
25-12-2019,22.5157534,32.5157534
26-12-2019,22.374263,32.374263
27-12-2019,22.23271498,32.23271498
28-12-2019,22.09110878,32.09110878
29-12-2019,21.95049355,31.95049355
30-12-2019,21.81086875,31.81086875
31-12-2019,21.67067414,31.67067414
01-01-2020,21.52990918,31.52990918
02-01-2020,21.38857334,31.38857334
03-01-2020,21.24666611,31.24666611
04-01-2020,21.29983914,31.29983914
05-01-2020,21.37624929,31.37624929
06-01-2020,21.45208651,31.45208651
07-01-2020,21.52735034,31.52735034
08-01-2020,21.60204027,31.60204027
09-01-2020,21.67615585,31.67615585
10-01-2020,21.7496966,31.7496966
11-01-2020,21.82266205,31.82266205
12-01-2020,21.56171843,31.56171843
13-01-2020,21.30019861,31.30019861
14-01-2020,21.04204997,31.04204997
15-01-2020,20.78727208,30.78727208
16-01-2020,20.53270104,30.53270104
17-01-2020,20.27833643,30.27833643
18-01-2020,20.02417783,30.02417783
19-01-2020,19.9606358,29.9606358
20-01-2020,19.6734639,29.6734639
21-01-2020,19.38643157,29.38643157
22-01-2020,19.09953843,29.09953843
23-01-2020,18.81278408,28.81278408
24-01-2020,18.52616816,28.52616816
25-01-2020,18.2396903,28.2396903
26-01-2020,18.55868921,28.55868921
27-01-2020,18.87782546,28.87782546
28-01-2020,19.19709866,29.19709866
29-01-2020,19.51650848,29.51650848
30-01-2020,19.83605457,29.83605457
31-01-2020,20.15131102,30.15131102
01-02-2020,20.63593959,30.63593959
02-02-2020,21.12112032,31.12112032
03-02-2020,21.30382256,31.30382256
04-02-2020,21.48707632,31.48707632
05-02-2020,21.67088126,31.67088126
06-02-2020,21.54354877,31.54354877
07-02-2020,21.41676686,31.41676686
08-02-2020,21.29053522,31.29053522
09-02-2020,21.15621167,31.15621167
10-02-2020,21.02183247,31.02183247
11-02-2020,20.88739731,30.88739731
12-02-2020,20.75290591,30.75290591
13-02-2020,21.42788181,31.42788181
14-02-2020,21.89603956,31.89603956
15-02-2020,22.36414025,32.36414025
16-02-2020,22.83218361,32.83218361
17-02-2020,23.30016939,33.30016939
18-02-2020,23.76809731,33.76809731
19-02-2020,24.20698163,34.20698163
20-02-2020,23.64580759,33.64580759
21-02-2020,23.08670281,33.08670281
22-02-2020,22.52900167,32.52900167
23-02-2020,21.97270394,31.97270394
24-02-2020,21.41780939,31.41780939
25-02-2020,20.86431778,30.86431778
26-02-2020,20.31222887,30.31222887
27-02-2020,20.33297103,30.33297103
28-02-2020,20.35511545,30.35511545
29-02-2020,,
01-03-2020,20.37595889,20.37595889
02-03-2020,21.7304693,21.7304693
03-03-2020,22.30887848,22.30887848
04-03-2020,22.88690051,22.88690051
05-03-2020,23.59548757,23.59548757
06-03-2020,24.30368708,24.30368708
07-03-2020,25.01149883,25.01149883
08-03-2020,25.71892265,25.71892265
09-03-2020,26.42595833,26.42595833
10-03-2020,26.89451045,26.89451045
11-03-2020,27.36267406,27.36267406
12-03-2020,27.83044899,27.83044899
13-03-2020,28.05977494,28.05977494
14-03-2020,28.28874696,28.28874696
15-03-2020,28.51736489,28.51736489
16-03-2020,28.74562856,28.74562856
17-03-2020,28.54496636,28.54496636
18-03-2020,28.34394956,28.34394956
19-03-2020,28.142578,28.142578
20-03-2020,28.03608961,28.03608961
21-03-2020,27.92924613,27.92924613
22-03-2020,27.82204742,27.82204742
23-03-2020,27.71974154,27.71974154
24-03-2020,28.33182868,28.33182868
25-03-2020,28.94402297,28.94402297
26-03-2020,29.55632426,29.55632426
27-03-2020,30.3544467,30.3544467
28-03-2020,31.15267586,31.15267586
29-03-2020,31.95101159,31.95101159
30-03-2020,32.74945376,32.74945376
31-03-2020,32.78609747,32.78609747
01-04-2020,32.82284735,32.82284735
02-04-2020,32.75506667,32.75506667
03-04-2020,32.68739189,32.68739189
04-04-2020,32.61982289,32.61982289
05-04-2020,32.55235954,32.55235954
06-04-2020,32.39450378,32.39450378
07-04-2020,33.28435073,33.28435073
08-04-2020,34.17428121,34.17428121
09-04-2020,35.06429511,35.06429511
10-04-2020,35.95439231,35.95439231
11-04-2020,36.84387636,36.84387636
12-04-2020,37.73274713,37.73274713
13-04-2020,38.47814736,38.47814736
14-04-2020,38.17531506,38.17531506
15-04-2020,37.87170705,37.87170705
16-04-2020,37.56732323,37.56732323
17-04-2020,37.26216349,37.26216349
18-04-2020,36.95873914,36.95873914
19-04-2020,36.65705008,36.65705008
20-04-2020,36.35478642,36.35478642
21-04-2020,36.45670996,36.45670996
22-04-2020,36.55805869,36.55805869
23-04-2020,36.65883251,36.65883251
24-04-2020,36.75903135,36.75903135
25-04-2020,36.85865509,36.85865509
26-04-2020,36.95770365,36.95770365
27-04-2020,37.05617694,37.05617694
28-04-2020,37.15407487,37.15407487
29-04-2020,37.25139736,37.25139736
30-04-2020,37.34814431,37.34814431
01-05-2020,37.44431564,37.44431564
02-05-2020,37.53991126,37.53991126
03-05-2020,37.63614632,37.63614632
04-05-2020,37.73279659,37.73279659
05-05-2020,37.829862,37.829862
06-05-2020,37.92734247,37.92734247
07-05-2020,38.02523792,38.02523792
08-05-2020,38.12354828,38.12354828
09-05-2020,38.22227346,38.22227346
10-05-2020,38.27360153,38.27360153
11-05-2020,38.32468153,38.32468153
12-05-2020,38.37551338,38.37551338
13-05-2020,38.42609702,38.42609702
14-05-2020,38.47643238,38.47643238
15-05-2020,38.52651938,38.52651938
16-05-2020,38.57635797,38.57635797
17-05-2020,38.62607071,38.62607071
18-05-2020,38.67565753,38.67565753
19-05-2020,38.79654694,38.79654694
20-05-2020,38.9173103,38.9173103
21-05-2020,39.03794756,39.03794756
22-05-2020,39.15845865,39.15845865
23-05-2020,39.27884351,39.27884351
24-05-2020,39.39927452,39.39927452
25-05-2020,39.51975162,39.51975162
26-05-2020,39.16408428,39.16408428
27-05-2020,38.80846292,38.80846292
28-05-2020,38.45288748,38.45288748
29-05-2020,38.0973579,38.0973579
30-05-2020,37.74187414,37.74187414
31-05-2020,37.38643613,37.38643613
01-06-2020,38.3406489,38.3406489
02-06-2020,38.33462178,38.33462178
03-06-2020,38.32862969,38.32862969
04-06-2020,38.32267259,38.32267259
05-06-2020,38.31675042,38.31675042
06-06-2020,38.31086315,38.31086315
07-06-2020,38.30501072,38.30501072
08-06-2020,38.29919307,38.29919307
09-06-2020,38.29341018,38.29341018
10-06-2020,38.28633744,38.28633744
11-06-2020,39.44091563,39.44091563
12-06-2020,39.44954788,39.44954788
13-06-2020,39.4570095,39.4570095
14-06-2020,39.464555,39.464555
15-06-2020,39.47218435,39.47218435
16-06-2020,39.45079697,39.45079697
17-06-2020,39.42949335,39.42949335
18-06-2020,39.40827345,39.40827345
19-06-2020,39.38713723,39.38713723
20-06-2020,39.36608464,39.36608464
21-06-2020,39.34511566,39.34511566
22-06-2020,39.3260533,39.3260533
23-06-2020,39.30889752,39.30889752
24-06-2020,39.29220504,39.29220504
25-06-2020,39.27597582,39.27597582
26-06-2020,39.26020982,39.26020982
27-06-2020,39.24490701,39.24490701
28-06-2020,39.23006735,39.23006735
29-06-2020,39.59883896,39.59883896
30-06-2020,39.96807365,39.96807365
01-07-2020,39.76848568,39.76848568
02-07-2020,39.56936073,39.56936073
03-07-2020,39.37069876,39.37069876
04-07-2020,39.29683837,39.29683837
05-07-2020,39.2234409,39.2234409
06-07-2020,39.14997028,39.14997028
07-07-2020,39.07642649,39.07642649
08-07-2020,39.0028095,39.0028095
09-07-2020,38.92911928,38.92911928
10-07-2020,38.85535579,38.85535579
11-07-2020,38.68628091,38.68628091
12-07-2020,38.51713272,38.51713272
13-07-2020,38.34791117,38.34791117
14-07-2020,38.17861625,38.17861625
15-07-2020,39.45020031,39.45020031
16-07-2020,40.72171093,40.72171093
17-07-2020,40.83848144,40.83848144
18-07-2020,40.66946417,40.66946417
19-07-2020,40.5003734,40.5003734
20-07-2020,40.35501862,40.35501862
21-07-2020,40.20959028,40.20959028
22-07-2020,40.06347529,40.06347529
23-07-2020,39.91667363,39.91667363
24-07-2020,39.76918527,39.76918527
25-07-2020,40.00196257,40.00196257
26-07-2020,40.23405312,40.23405312
27-07-2020,40.46545691,40.46545691
28-07-2020,40.69723936,40.69723936
29-07-2020,40.92940044,40.92940044
30-07-2020,41.16194015,41.16194015
31-07-2020,41.39485844,41.39485844
01-08-2020,39.77472675,39.77472675
02-08-2020,40.70830693,40.70830693
03-08-2020,40.72379676,40.72379676
04-08-2020,40.74012171,40.74012171
05-08-2020,40.75645156,40.75645156
06-08-2020,40.77278629,40.77278629
07-08-2020,40.78912587,40.78912587
08-08-2020,40.94832744,40.94832744
09-08-2020,41.10753382,41.10753382
10-08-2020,38.11245928,38.11245928
11-08-2020,38.05072287,38.05072287
12-08-2020,37.98899121,37.98899121
13-08-2020,37.92726431,37.92726431
14-08-2020,37.86554213,37.86554213
15-08-2020,37.56572943,37.56572943
16-08-2020,37.26535496,37.26535496
17-08-2020,36.9644187,36.9644187
18-08-2020,36.66292063,36.66292063
19-08-2020,36.36086074,36.36086074
20-08-2020,36.05823901,36.05823901
21-08-2020,35.75513484,35.75513484
22-08-2020,36.37107203,36.37107203
23-08-2020,36.7436696,36.7436696
24-08-2020,37.11578468,37.11578468
25-08-2020,37.48741727,37.48741727
26-08-2020,37.85856734,37.85856734
27-08-2020,38.22923489,38.22923489
28-08-2020,38.59941989,38.59941989
29-08-2020,38.77864614,38.77864614
30-08-2020,38.30464091,38.30464091
31-08-2020,37.83015309,37.83015309
01-09-2020,37.35883508,37.35883508
02-09-2020,36.88856161,36.88856161
03-09-2020,36.41933267,36.41933267
04-09-2020,35.95078948,35.95078948
05-09-2020,35.8638844,35.8638844
06-09-2020,35.77766504,35.77766504
07-09-2020,35.69213139,35.69213139
08-09-2020,35.60728344,35.60728344
09-09-2020,35.52246885,35.52246885
10-09-2020,35.43768763,35.43768763
11-09-2020,35.34011924,35.34011924
12-09-2020,35.052108,35.052108
13-09-2020,34.76413008,34.76413008
14-09-2020,34.47618547,34.47618547
15-09-2020,34.18827417,34.18827417
16-09-2020,33.89922199,33.89922199
17-09-2020,33.60902893,33.60902893
18-09-2020,33.31769498,33.31769498
19-09-2020,33.26331535,33.26331535
20-09-2020,33.20779482,33.20779482
21-09-2020,35.06673942,35.06673942
22-09-2020,35.17787641,35.17787641
23-09-2020,35.28982942,35.28982942
24-09-2020,35.40259841,35.40259841
25-09-2020,35.51618339,35.51618339
26-09-2020,35.39248911,35.39248911
27-09-2020,35.2696108,35.2696108
28-09-2020,35.14754845,35.14754845
29-09-2020,35.02630205,35.02630205
30-09-2020,34.90378418,34.90378418
01-10-2020,34.77999483,34.77999483
02-10-2020,34.65522068,34.65522068
03-10-2020,34.33898552,34.33898552
04-10-2020,34.02176553,34.02176553
05-10-2020,33.71149722,33.71149722
06-10-2020,33.40024406,33.40024406
07-10-2020,33.09087625,33.09087625
08-10-2020,32.78339378,32.78339378
09-10-2020,32.47779663,32.47779663
10-10-2020,33.82468003,33.82468003
11-10-2020,33.32729491,33.32729491
12-10-2020,32.83179509,32.83179509
13-10-2020,32.33818056,32.33818056
14-10-2020,31.78441448,31.78441448
15-10-2020,31.22966348,31.22966348
16-10-2020,30.67392758,30.67392758
17-10-2020,31.03387343,31.03387343
18-10-2020,31.39283435,31.39283435
19-10-2020,30.90773342,30.90773342
20-10-2020,30.42164756,30.42164756
